,Empresa,Data Emissão,Data Competência,Número Nota Fiscal,Série,CNPJ Prestador,Código Serviço Municipal,Filial,Tipo Tributação,Benefício Fiscal,Tipo NF,Optante Simples,Fornecedor,Valor Serviço,Valor Dedução,Aliquota ISS,ISS Retido,Analise ISS,Município Prestador,INSS Retido 11%,IRRF (1708),IRRF (8045),PCC (5952),PIS (5979),COFINS (5960),Líquido,Comentario,Cei,filial_formatada,Município,check_filial_prest_mun
2492,Segmedic,2021-09-10,,50046,,28958769000136,403,01.475.178/0001-51,,,,S,C L FONSECA MARINHO MONTANO - CLINICA MEDICA,7000.0,,3.0,210.0,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,6790.0,"Descrição: SERVIÇOS AMBULATORIAIS | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01475178000151,,False
2493,Segmedic,2021-09-10,,726,,9014894000143,40101,01.475.178/0001-51,,,,N,JLM IMAGENS MEDICOS ASSOCIADOS S/S,24920.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,373.8,0,1158.78,0,0,23387.42,Pedidos: Data de Vencimento: 00/00/0000 | medicina,,01475178000151,,False
2494,Rtsc - 1M2,2021-09-10,,24565,,23517870000138,2919,30.094.470/0001-22,,,,N,FACHER TECNOLOGIA LTDA,1320.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 2919 | Cód.LC: 1.07 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,19.8,0,61.38,0,0,1200.54,"Retencoes COFINS 3,00 R$ 39,60; CSLL 1,00 R$ 13,20; PIS 0,65 R$ 8,58; IRRF 1,50 R$ 19,80; INSS 0,00 R$ 0,00; Suporte tecnico e manutencao banco de dados ANAPRO VENDAS | Suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados.",,30094470000122,São Paulo,True
2495,Segmedic,2021-09-10,,438,,24618368000186,40101,01.475.178/0001-51,,,,N,RAN SERVIÇOS MEDICOS LTDA,6390.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Nova Iguaçu,Rio de Janeiro,0.0,95.85,0,297.14,0,0,5997.01,"SERVIÇOS MEDICOS PRESTADOS PELO SOCIO ARTHUR VINICIUS DE ANDRADE CESAR , REFERENTE AO MÊS 08/2021 DADOS BANCÁRIOS PARA A REALIZAÇÃO DO CREDITO : BANCO SANTANDER ( 033 ) AG 1792 CC 13-000348-4 & APROXIMADO DE TRIBUTOS 16,51 % LEI 12.741 / 2012 | medicina",,01475178000151,,False
2496,Segmedic-clube,2021-09-10,,42896,,17484689000170,2800,23.736.364/0001-30,,,,N,CONVENIA ATIVIDADES DE INTERNET E CORRETORA DE SEGUROS S.A.,1500.0,,2.9,43.5,Regra Encontrada: SIM | Cód: 2800 | Cód.LC: 1.05 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: Nova Iguaçu,São Paulo,0.0,0.0,0,0.0,0,0,1456.5,"Mensalidade da plataforma de clube de vantagens clubeConvenia . Código da Fatura : 121453316 Código de Autorização : CONFORME LEI 12.741 / 2012 o valor aproximado dos tributos é R $ 233 , 40 ( 15,56 % ) , FONTE : IBPT / empresometro.com.br ( 21.1.F ) | Licenciamento ou cessão de direito de uso de programas de computação, inclusive distribuição.",,23736364000130,,False
2497,Power Safe,2021-09-10,,1778,,437935000130,2447,02.435.993/0001-50,,,,S,TRAMER LOGISTICA E SERVICOS DE TRANSPORTES EIRELI,325.27,,5.0,16.26,Regra Encontrada: SIM | Cód: 2447 | Cód.LC: 16.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: SIM | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,309.01,"2COLETA: RUA 24 DE MAIO - 109 - REPUBLICA DESTINO: RUA GARCA 124 - PROSPERIDADE FRETE 325,27 | Transporte de bens ou valores, dentro do território do Município (inclusive trans- porte de veículos).",,02435993000150,,False
2498,Power Safe,2021-09-10,,202167542,,53113791001285,10700188,06.282.480/0001-07,,,,N,TOTVS S.A.,302.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 010700188 | Cód.LC: 1.07 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Belo Horizonte | Cidade Prestação: São Caetano do Sul,Belo Horizonte,0.0,4.53,0,14.04,0,0,283.43,"SMS - SUPORTE TECNICO EM INFORMATICA , INCLUSIVE INSTALA.Contrato : CONTA0731 Proposta : A47897 / 06 - 3.027 CLIENTE : TA0731 / 10. VENC .: 25 / 10 / 2021 / Essa NFS - e nao esta sujeita a Retencao na Fonte do ISSQN NFS - e nao esta sujeita a Retencao do Imposto de Renda Retido na Fonte por Forca do ARTIGO 714 RIR / 18 / Contribuicoes por Forca do ARTIGO 30 DA LEI 10.833 / 03 / Os Valores foram reajustados conforme previsto em | Suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados",,06282480000107,,False
2499,Power Safe,2021-09-10,,213335,,58188756002210,523110304,06.282.480/0001-07,,,,N,BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.A,1409.37,,0.0,0.0,Regra Encontrada: SIM | Cód: 523110304 | Cód.LC: 20.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Santos | Cidade Prestação: São Caetano do Sul,Santos,0.0,0.0,0,0.0,0,0,1409.37,"ITEM 1 - ARMAZENAGEM - R $ 1208,54 * ITEM 2 - COFINS - R $ 107,11 * ITEM 3 - ISS - R $ 70,47 * ITEM 4 - PIS - R $ 23,25 tributos R $ 200,84 ( 14,25 % ) conforme LEI 12741/2012 - DOCUMENTO : DI - 2021 / 1666916-1 | BL N ° : VGEKOSSZ2107426 Valor aproximado dos | Serviços portuários, ferroportuários, utilização de porto, movimentação de passageiros, reboque de embarcações, rebocador escoteiro, atracação, desatracação, serviços de praticagem, capatazia, armazenagem de qualquer natureza, serviços acessórios, movimentação de mercadorias, serviços de apoio marítimo, de movimentação ao largo, serviços de armadores, estiva, conferência, logística e congêneres",,06282480000107,,False
2500,Layne,2021-09-10,,1076,,3415511000162,1401,10.242.636/0002-84,,,,S,SCHLEICHER & SCHLEICHER LTDA,80.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1401 | Cód.LC: 14.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Novo Progresso | Cidade Prestação: Novo Progresso,Novo Progresso,8.8,0.0,0,0.0,0,0,71.2,"Pedidos: 1505031 Data de Vencimento: 00/00/0000 | Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS)",,10242636000284,,False
2501,Segmedic,2021-09-10,,4,,42512592000170,40101,01.475.178/0001-51,,,,S,M. B. FASSARELLA SERVICOS MEDICOS LTDA,2400.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Nova Iguaçu,Rio de Janeiro,0.0,0.0,0,0.0,0,0,2400.0,PRESTAÇÃO DE SERVIÇO EM AGOSTO DE 2021 DR . MICHEL BARROS FASSARELLA - CRM 52-01149 62-8 / RJ DADOS BANCARIOS PJ Banco : Nubank ( 260 ) Agencia : 0001 Conta : 68822448-1 EMPRESA ENQUADRADA NO REGIME DO SIMPLES NACIONAL CONFORME LEI COMPLEMENTAR 123/2006 | medicina,,01475178000151,,False
2502,Segmedic,2021-09-10,,50093,,23334656000146,403,01.475.178/0001-51,,,,S,ENDOMEDIC SERVICOS MEDICOS EIRELI,6760.0,,3.0,202.8,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,6557.2,"Descrição: SERVIÇOS PRESTADOS REFERENTES ÀS CONSULTAS REALIZADAS NO MÊS 08/2021. EM ATENDIMENTO À LEI 12.741/2012, INFORMAMOS QUE O VALOR APROXIMADO DE TRIBUTOS INCIDENTES NESTA OPERAÇÃO É DE R$ 405,60. FONTE: IBPT | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01475178000151,,False
2503,Segmedic,2021-09-10,,50094,,31926235000132,403,01.475.178/0001-51,,,,S,ESPACO PEDPSI - PEDIATRIA E PSICOLOGIA - LTDA,3000.0,,3.0,90.0,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,2910.0,"Descrição: SERVIÇOS PRESTADOS CONFORME RELATÓRIO 08/2021 DADOS BANCARIOS BANCO SANTANDER AG: 0818 C/C: 13001362-7 | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01475178000151,,False
2504,Segmedic,2021-09-10,,70,,32399290000184,40314,01.475.178/0001-51,,,,S,DD MAGALHAES SERVICOS MEDICOS LTDA,4800.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.03.14 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Nova Iguaçu,Rio de Janeiro,0.0,0.0,0,0.0,0,0,4800.0,NOTA FISCAL REFERENTE A SERVIÇOS MÉDICOS . | serviços prestados por ambulatórios,,01475178000151,,False
2505,TimeNow,2021-09-10,,870,,33670546000109,403,01.208.413/0001-29,,,,S,SEMPRE SOLUCOES ASSESSORIA E SEGURANCA OCUPACIONAL LTDA,40.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Vitória | Cidade Prestação: Vitória,Vitória,0.0,0.0,0,0.0,0,0,40.0,"EXAMES OCUPACIONAIS | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01208413000129,,False
2506,Grupo Fênix,2021-09-10,,20212930,,14419036000119,10700100,35.750.184/0001-91,,,,N,NEPHROSYS SUPORTE E MANUTENCAO COMPUTACIONAL,2098.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 10700100 | Cód.LC: 1.07 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Porto Alegre | Cidade Prestação: São Paulo,Porto Alegre,0.0,31.47,0,97.56,0,0,1968.97,"Data de vencimento : 08.10.2021 * - Ordem Venda : 9060052466 Competencia : Mes Anterior ao Faturamento | Suporte técnico em informática, inclusive instalação, configuração e manutenção de programas de computação e bancos de dados",,35750184000191,São Paulo,False
2507,Segmedic,2021-09-10,,11,,41253020000151,40101,01.475.178/0001-51,,,,N,SIMOES LUZ SERVICOS MEDICOS LTDA,13280.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Nova Iguaçu,Rio de Janeiro,0.0,199.2,0,617.52,0,0,12463.28,SERVIÇOS MÉDICOS PRESTADOS REFERENTE AO MÊS DE AGOSTO / 2021 . | medicina,,01475178000151,,False
2508,Segmedic,2021-09-10,,358,,14405697000195,40205,01.475.178/0001-51,,,,N,BARBOZA E MAX SERVICOS MEDICOS LTDA,13984.17,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.02.05 | Cód.LC: 4.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Nova Iguaçu,Rio de Janeiro,0.0,209.76,0,650.27,0,0,13124.14,"Serviços Médicos prestados . Barboza e Max Servicos Medicos Ltda CNPJ 14.405.697 / 0001-95 Banco : 136 Unicred do Brasil Agência : 4509 Conta corrente : 2554-2 Outras Retenções R $ 0,00 Retençãu de COFINS | ultra-sonografia, ressonância magnética, radiologia, tomografia ou congênere",,01475178000151,,False
2509,Segmedic,2021-09-10,,50003,,41931025000196,403,01.475.178/0001-51,,,,N,FIORAVANTE-REZENDE MD LTDA,19900.0,,3.0,597.0,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,19303.0,"Descrição: SERVIÇOS PRESTADOS REFERENTE AO MÊS DE AGOSTO/2021 | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01475178000151,,False
2510,Segmedic,2021-09-10,,50030,,33779722000145,802,01.475.178/0001-51,,,,S,TATIANE DO NASCIMENTO ABDIAS MALVAZIO 10614285755,4940.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 0802 | Cód.LC: 8.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,543.4,0.0,0,0.0,0,0,4396.6,"Descrição: SERVIÇOS PRESTADOS DE CONSULTORIA | Instrução, treinamento, orientação pedagógica e educacional, avaliação de conhecimentos de qualquer natureza",,01475178000151,,False
2511,Power Safe,2021-09-10,,10986,,3306976000185,901,02.435.993/0001-50,,,,N,PEDRA DA MIRAGUAIA HOTEL E TURISMO LTDA,330.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 901 | Cód.LC: 9.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Navegantes | Cidade Prestação: Navegantes,Navegantes,36.3,0.0,0,0.0,0,0,293.7,"SERVIÇOS DE HOSPEDAGEM | Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços)",,02435993000150,,False
2512,Power Safe,2021-09-10,,170,,10552934000190,1402,02.435.993/0001-50,,,,S,SOLUCAO T I - ASSISTENCIA TECNICA EM INFORMATICA LTDA,350.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1402 | Cód.LC: 14.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Palmas | Cidade Prestação: Palmas,Palmas,0.0,0.0,0,0.0,0,0,350.0,"BANCO DO BRASIL AG 1505-9 C/C 45075-8 SERVIÇO NO CLIENTE TRIBUNAL REGIONAL ELEITORAL, CONFORME O PC 035637. VALOR R$ 350,00 | Assistência técnica",,02435993000150,,False
2513,Grupo Rtsc,2021-09-10,,161675,,23691353000180,2684,36.196.856/0001-21,,,,N,D4S SERVICOS EM TECNOLOGIA LTDA,99.9,,0.0,0.0,Regra Encontrada: SIM | Cód: 2684 | Cód.LC: 1.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,10.99,0.0,0,0.0,0,0,86.01,"Prestação de serviços de processamento e armazenamento de assinatura eletrônica no município de São Paulo * Inaplicabilidade Contribuições Sociais Retidas = IN SRF n° 459/2004, artigo 1° * Inaplicabilidade Imposto de Renda Retido = Solução de Consulta Cosit n° 288/2014 | Processamento, armazenamento ou hospedagem de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de informação, entre outros formatos, e congêneres",,36196856000121,São Paulo,True
2514,Segmedic,2021-09-11,,50031,,33773556000170,403,01.475.178/0001-51,,,,S,IORDANA CARLA DE SA STANESCO BATULI SOARES - CONSULTAS MEDICAS,18810.0,,3.0,564.3,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,18245.7,"Descrição: SERVIÇOS PRESTADOS | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01475178000151,,False
2515,Segmedic,2021-09-11,,37,,32691780000150,403,01.475.178/0001-51,,,,S,GRANADO SERVICOS MEDICOS LTDA,3720.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Japeri | Cidade Prestação: Japeri,Japeri,0.0,0.0,0,0.0,0,0,3720.0,"Pedidos: Data de Vencimento: 00/00/0000 | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01475178000151,,False
2516,Segmedic,2021-09-11,,25,,33850881000199,802,01.475.178/0001-51,,,,S,LETICIA CARVALHO LARIU VILLAR 10949924709,7540.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 802 | Cód.LC: 8.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nilópolis | Cidade Prestação: Nilópolis,Nilópolis,829.4,0.0,0,0.0,0,0,6710.6,"Pedidos: Data de Vencimento: 00/00/0000 | Instrução, treinamento, orientação pedagógica e educacional, avaliação de conhecimentos de qualquer natureza",,01475178000151,,False
2517,Prime,2021-09-12,,1048,,2013844000100,100901,21.917.552/0001-39,,,,S,D LEGITIMA EMPREENDIMENTOS,4200.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 10.09.01 | Cód.LC: 10.09 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,4200.0,Serviço de despachante | representação comercial,,21917552000139,Rio de Janeiro,True
2518,Prime,2021-09-12,,1047,,2013844000100,100901,21.917.552/0001-39,,,,S,D LEGITIMA EMPREENDIMENTOS,1980.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 10.09.01 | Cód.LC: 10.09 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,1980.0,Pedidos: Data de Vencimento: 00/00/0000 | representação comercial,,21917552000139,Rio de Janeiro,True
2519,Prime,2021-09-12,,1049,,2013844000100,100901,21.917.552/0001-39,,,,S,D LEGITIMA EMPREENDIMENTOS,1100.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 10.09.01 | Cód.LC: 10.09 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,1100.0,Serviço de despachante | representação comercial,,21917552000139,Rio de Janeiro,True
2520,Prime,2021-09-12,,1050,,2013844000100,100901,21.917.552/0001-39,,,,S,D LEGITIMA EMPREENDIMENTOS,5326.76,,0.0,0.0,Regra Encontrada: SIM | Cód: 10.09.01 | Cód.LC: 10.09 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,5326.76,Pedidos: Data de Vencimento: 00/00/0000 | representação comercial,,21917552000139,Rio de Janeiro,True
2521,Prime,2021-09-13,,54419,,5947545000123,1602,21.917.552/0001-39,,,,N,CCM MANUSEIO,70.0,,5.0,3.5,Regra Encontrada: SIM | Cód: 1602 | Cód.LC: 16.02 | Buscar ISS Munic. Prestação: SIM | Analisar CEPOM: NÃO | Analisar ISS LC: SIM | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,66.5,"Pedidos: Data de Vencimento: 10/10/2021 | Outros serviços de transporte de natureza municipal (Incluído pela Lei Complementar nº , de )",,21917552000139,Rio de Janeiro,False
2522,Segmedic,2021-09-13,,495,,37981904000155,40101,01.475.178/0001-51,,,,S,ENDONUTRI MEDICINA INTREGRADA E CONSULTORIA LTDA,625.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Nova Iguaçu,Rio de Janeiro,0.0,9.38,0,29.06,0,0,586.56,serviços médicos prestados pela Dra Raquel Constantino - CRM 5299218-6- agosto 2021 | medicina,,01475178000151,,False
2523,Segmedic,2021-09-13,,5,,19459020000153,70622,01.475.178/0001-51,,,,S,FABIO KLEITON CARDOZO DE FRANCA,3000.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 07.06.22 | Cód.LC: 7.06 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,3000.0,Pedidos: Data de Vencimento: 00/00/0000 | colocação ou instalação de placas de gesso,,01475178000151,,False
2524,Segmedic,2021-09-13,,50002,,42725238000124,403,01.475.178/0001-51,,,,N,PAULA DEL PRETE MAGALHAES LTDA,9900.0,,3.0,297.0,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,9603.0,"Descrição: SERVIÇOS PRESTADOS REFERENTE AO MÊS DE AGOSTO/2021 | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01475178000151,,False
2525,Xtree,2021-09-13,,65,,30085731000148,5762,33.535.091/0001-19,,,,S,EMILIANO AGAZZONI,3952.0,,5.0,197.6,Regra Encontrada: SIM | Cód: 5762 | Cód.LC: 8.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: Rio de Janeiro,São Paulo,434.72,0.0,0,0.0,0,0,3319.68,"Mensalidade R$3240 + anuidade plano CM School R$712 | Instrução, treinamento, orientação pedagógica e educacional, avaliação de conhecimentos de qualquer natureza.",,33535091000119,Rio de Janeiro,False
2526,TimeNow,2021-09-13,,22241,,21045717000120,10501219,01.208.413/0001-29,,,,N,LATTINE CONSULT LTDA,15188.98,,0.0,0.0,Regra Encontrada: SIM | Cód: 010501219 | Cód.LC: 1.05 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Barueri | Cidade Prestação: Barueri,Barueri,0.0,0.0,0,0.0,0,0,15188.98,Pedidos: Data de Vencimento: 05/10/2021 | Licenciamento ou cessão de direito de uso de programas de computação,,01208413000129,,False
2527,TimeNow,2021-09-13,,242536,,8202415000150,6203100,01.208.413/0001-29,,,,N,AHGORA SISTEMAS S/A,40.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 6203100 | Cód.LC: 1.05 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Florianópolis | Cidade Prestação: Florianópolis,Florianópolis,0.0,0.0,0,0.0,0,0,40.0,Pedidos: Data de Vencimento: 00/00/0000 | Licenciamento ou cessão de direito de uso de programas de computação,,01208413000129,,False
2528,Power Safe,2021-09-13,,11638,,6888251000130,1401,02.435.993/0001-50,,,,N,A & R ELETRONICA LTDA,1300.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1401 | Cód.LC: 14.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Recife | Cidade Prestação: Recife,Recife,143.0,0.0,0,0.0,0,0,1157.0,"VALOR REFERENTE A INSTALAÇÕES DE 02 PHD | Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS)",,02435993000150,,False
2529,Prime,2021-09-13,,156,,30093693000175,170501,21.917.552/0001-39,,,,S,RICHARD ANSELMO PEREIRA 00621353760,900.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 17.05.01 | Cód.LC: 17.05 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: SIM | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,900.0,TROCA DE COMPRESSOR 60.000Btus Local : Entrega de veículos ITAU AG 9177 CC 06423-6 ( PIX CPF 0062 1353760 ) CONTA PESSOA FÍSICA | fornecimento de mão-de-obra,,21917552000139,Rio de Janeiro,True
